section,set,number_in_set,question,answer
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 9,79,tanaman,plant
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 9,80,menanam,to plant
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 9,81,ditanam,to be planted
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 9,82,penanaman,the planting/investing of
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,1,diperluas,to be expanded
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,2,kurang,"not enough, insufficient; lack of; less than"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,3,berkurang,"reduced, decrease"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,4,mengurangi,"to reduce, to decrease"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,5,dikurangi,"to be reduced, to be decreased"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,6,pengurangan,"reduction, subtraction"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,7,kekurangan,"deficiency, shortage"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,8,berjualan,to sell/trade for a living
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,9,menjual,to sell
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,10,dijual,to be sold
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,11,terjual,is sold
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,12,penjual,"seller, vendor"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,13,penjualan,sales
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,14,membuang,"to throw away, to discard"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,15,dibuang,"to be thrown away, to be discarded"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,16,terbuang,"is thrown away, is discarded"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,17,pembuangan,"disposal, removal"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,18,memicu,to trigger
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,19,dipicu,to be triggered
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,20,terpicu,is triggered
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,21,pemicu,the trigger
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,22,merusak,"to damage, to ruin"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,23,dirusak,"to be damaged, to be broken"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,24,perusak,something or someone that damages
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,25,kerusakan,damage
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,26,perusakan,destruction
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,27,sesuai,"corresponding, according"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,28,menyesuaikan,"to adjust, to adapt"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,29,disesuaikan,"to be adjusted, to be adapted"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,30,penyesuaian,adjustment
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,31,luas,"vast, spacious"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,32,memperluas,"to expand, to widen"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,33,perluasan,expansion
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,34,mencapai,"to reach, to achieve"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,35,dicapai,to be achieved
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,36,tercapai,"is achieved, is reached"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,37,pencapaian,achievement
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,38,tempat,place
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,39,menempati,to occupy a place
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,40,ditempati,to be occupied
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,41,penempatan,placement
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,42,ledakan,explosion
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,43,meledak,to explode
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,44,peledakan,"the blasting, the act/process of exploding something"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,45,rencana,plan
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,46,berencana,to have a plan
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,47,merencanakan,to plan something
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,48,direncanakan,to be planned
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,49,terencana,is planned
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,50,buatan,artificial; made in
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,51,membuat,to make something
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,52,dibuat,to be made
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,53,terbuat,is made of
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,54,pembuat,maker
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,55,pembuatan,the making of
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,56,cepat,"fast, quick"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,57,mempercepat,"to speed up, to accelerate"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,58,dipercepat,to be accelerated
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,59,tercepat,"fastest, quickest"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,60,kecepatan,speed
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,61,muatan,"cargo, load, content"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,62,memuat,to load
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,63,dimuat,to be loaded
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,64,menyelenggarakan,"to organize, to hold"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,65,diselenggarakan,"to be organized, to be held"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,66,penyelenggara,organizer
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,67,penyelenggaraan,the organizing of
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,68,naik,"to travel by, to take, to ride; increase"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,69,menaiki,to mount
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,70,dinaiki,to be mounted
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,71,menaikkan,to increase; to lift up
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,72,dinaikkan,to be increased; to be lifted up
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,73,kenaikan,the increase; the increment
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,74,penduduk,"population, resident, inhabitant"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,75,berpenduduk,to have a population
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,76,menduduki,to occupy a position or territory
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,77,diduduki,to be occupied
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,78,kependudukan,demography
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,79,budaya,culture
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,80,berbudaya,"to have culture, cultured"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,81,membudayakan,to cultivate a culture/habit
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,82,dibudayakan,to be cultivated
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,83,kebudayaan,"culture, civilization"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,84,kenal,to know a person personally
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,85,mengenal,to know a person personally (transitive verb)
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,86,dikenal,to be known
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,87,terkenal,"famous, well-known, popular"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,88,berbelanja,"to shop, to go shopping"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 10,89,pusat perbelanjaan,shopping center
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,1,tingkat,"level, floor, stage"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,2,meningkat,"increase, rise"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,3,meningkatkan,"to increase something, to raise"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,4,ditingkatkan,to be increased
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,5,peningkatan,"increase, improvement"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,6,sambutan,"a welcome, a greeting"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,7,menyambut,"to welcome, to greet"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,8,disambut,"to be welcomed, to be greeted"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,9,dukungan,support
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,10,mendukung,to support
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,11,didukung,to be supported
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,12,pendukung,supporter
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,13,rela,willing
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,14,relawan,volunteer
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,15,menangani,to handle
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,16,ditangani,to be handled
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,17,penanganan,the handling
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,18,korban,"victim, casualty"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,19,berkorban,to make a sacrifice
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,20,mengorbankan,to sacrifice something
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,21,dikorbankan,to be sacrificed
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,22,pengorbanan,sacrifice
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,23,"impian, mimpi",dream
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,24,bermimpi,to have a dream
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,25,mengimpikan,"to dream of, to dream about"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,26,bangga,proud
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,27,membanggakan,to be proud of
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,28,dibanggakan,to be prided
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,29,kebanggaan,pride
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,30,duta,ambassador; representative
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,31,kedutaan,embassy
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,32,alam,nature
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,33,alami,natural
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,34,mengalami,to experience
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,35,dialami,to be experienced
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,36,pengalaman,experience
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,37,sajian,the thing that is served
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,38,menyajikan,to serve (food and drink); to present (a presentation)
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,39,disajikan,to be served (i.e.: food & drink); to be presented (i.e.: a presentation)
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,40,tersaji,is served (i.e.: food & drink)
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,41,penyajian,the act/process of serving; the presentation
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,42,ikut,to come along; to participate
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,43,mengikuti,"to follow; to join in (seminar, etc)"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,44,diikuti,"to be followed; to be attended (i.e.: seminar, etc)"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,45,menganggur,to be unemployed; to have nothing to do
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,46,pengangguran,unemployment
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,47,menyebar,"to spread out, to spread across"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,48,disebar,to be spread
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,49,menyebarkan,"to spread something, to disseminate something"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,50,disebarkan,"to be spread, to be disseminated"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,51,tersebar,"is spread, is scattered"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,52,penyebaran,the spreading of
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,53,ciptaan,creation
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,54,menciptakan,to create
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,55,diciptakan,to be created
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,56,tercipta,is created
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,57,pencipta,creator
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,58,tenggelam,is drowned
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,59,menenggelamkan,to drown something
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,60,ditenggelamkan,to be drowned
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,61,memperhatikan,to pay attention to
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,62,diperhatikan,to be paid attention to
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,63,perhatian,attention
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,64,mengetahui,to know about
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,65,diketahui,to be known about
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,66,pengetahuan,knowledge
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,67,jalanan,"street, road"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,68,berjalan,to walk
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,69,menjalani,"to undergo, to go through"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,70,dijalani,to be undergone
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,71,menjalankan,"to run something, to operate something"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 11,72,dijalankan,"to be run, to be operated"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,1,menyimpulkan,to conclude
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,2,disimpulkan,to be concluded
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,3,kesimpulan,conclusion
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,4,kendali,control
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,5,mengendalikan,to control
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,6,dikendalikan,to be controlled
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,7,pengendali,controller
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,8,pengendalian,control
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,9,terkendali,is undercontrolled
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,10,peran,role
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,11,berperan,to have the role
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,12,memerankan,to play a role of
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,13,diperankan,to be played/acted
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,14,mungkin,"maybe, perhaps, possibly"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,15,memungkinkan,"to enable, to make possible"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,16,dimungkinkan,to be made possible
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,17,kemungkinan,possibility
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,18,himbauan,advice (i.e.: from a higher authority such as the government)
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,19,menghimbau,"to advise, to invite (i.e.: from a higher authority such as the government)"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,20,dihimbau,"to be advised, to be invited (i.e.: from a higher authority such as the government)"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,21,bergeser,to shift (intransitive verb)
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,22,menggeser,to shift something
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,23,digeser,to be shifted
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,24,pergeseran,the shift
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,25,rintisan,pioneer project
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,26,merintis,"to pioneer, to open the way"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,27,dirintis,to be pioneered
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,28,awal,beginning; early
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,29,berawal,has a beginning
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,30,mengawali,to precede
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,31,diawali,to be preceded
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,32,habis,"finished, used up"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,33,menghabiskan,to spend (until all is used up)
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,34,dihabiskan,to be spent (until all is used up)
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,35,kehabisan,to run out of
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,36,bergabung,"to join together, to merge (intransitive verb)"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,37,"menggabung, menggabungkan","to combine, to merge"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,38,"digabung, digabungkan",to be merged
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,39,penggabungan,"the merging, the combining"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,40,ukuran,"size, measurement"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,41,mengukur,to measure
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,42,diukur,to be measured
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,43,pengukur,measurer
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,44,pengukuran,"the act/process of measuring, measurement"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,45,pasangan,"couple, pair; partner"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,46,memasang,to install
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,47,dipasang,is installed
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,48,terpasang,installed
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,49,bacaan,"reading passage, reading material"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,50,membaca,to read
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,51,dibaca,to be read
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,52,terbaca,"is unintentionally read; readable, can be read"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,53,pembaca,reader
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 12,54,pembacaan,reading
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,1,aturan,rule
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,2,mengatur,"to arrange, to organise, to regulate"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,3,diatur,"to be arranged, to be organised, to be regulated"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,4,teratur,"organised, arranged"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,5,peraturan,regulation
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,6,pengaturan,"the arrangement, the settings"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,7,"keadaan, kondisi","state, condition"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,8,mengadakan,"to hold (e.g., an event, a meeting)"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,9,berada,to exist; rich
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,10,keberadaan,existence
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,11,hilang,"is lost, is missing"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,12,menghilangkan,to lose an item; to remove
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,13,kehilangan,"lost an item, miss a person"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,14,melibatkan,to involve
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,15,terlibat,"involved, implicated"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,16,keterlibatan,involvement
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,17,disumbangkan,to be donated
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,18,sumbangan,donation
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,19,penyumbang,donor
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,20,sadar,conscious; realise
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,21,menyadari,"to realize, to be aware of"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,22,kesadaran,"consciousness, awareness, realization"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,23,minat,interest
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,24,berminat,to have interest
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,25,kesan,impression
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,26,berkesan,memorable
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,27,mengesankan,impressive
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,28,terkesan,impressed
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,29,dana,fund
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,30,mendanai,to fund something
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,31,menghimbau,"to advise, to encourage"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,32,himbauan,"advice, encouragement"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,33,dihimbau,"to be advised, to be encouraged"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,34,bergeser,"shifted, move"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,35,menggeser,to shift
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,36,pergeseran,shifting (the process of 'bergeser')
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,37,penggeseran,shifting (the process of 'menggeser')
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,38,tanggapan,response
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,39,menanggapi,to respond to
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,40,kendali,control
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,41,mengendalikan,to control something
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,42,terkendali,under control
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,43,pengendalian,"control, management"
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,44,lemah,weak
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,45,kelemahan,weakness
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,46,melemahkan,to weaken
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 13,47,terlemah,weakest
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 14,1,kebal,immune
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 14,2,kekebalan,immunity
I1 Kosakata Berimbuhan,I1 Kosakata Berimbuhan - Set 14,3,penderita,"sufferer, patient"
